Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
15.7,1,0.11454343,3,113.7202,4,2004,0.0,1,1,3263.0858
9.695,0,0.029693277,13,159.792,3,2009,1.0,2,2,2716.464
11.8,1,0.107057186,4,224.1772,6,1997,0.0,0,1,3558.0352
15.2,0,0.097043739,8,116.8492,4,2004,0.0,1,1,2664.5316
8.77,1,0.046762633,6,170.8422,4,2004,0.0,1,1,1724.422
19.7,0,0.064909488,3,88.5198,4,2004,0.0,1,1,1308.297
10.5,0,0.011305479,9,235.5248,7,1999,1.0,0,1,4740.496
15.1,1,0.0,6,146.2786,0,1998,,2,0,433.4358
5.405,1,0.053576661,3,200.5742,1,1987,2.0,2,1,2388.8904
20.35,1,0.150947728,10,81.0276,1,1987,2.0,2,1,1868.2348
5.785,1,0.038749536,6,262.0252,4,2004,0.0,1,1,4459.5284
11.8,0,0.113790879,14,185.3924,3,2009,1.0,2,2,370.1848
12.5,0,0.0,15,127.102,2,2007,,1,1,253.004
6.11,1,0.152813518,14,45.6086,2,2007,,1,1,1025.9978
7.105,0,0.044771473,9,58.2562,1,1987,2.0,2,1,592.562
8.5,0,0.098083231,3,50.3324,5,2002,,1,1,675.1212
16.7,1,0.06121901,0,100.0384,2,2007,,1,1,1970.768
17.1,1,0.047073322,3,138.6838,2,2007,,1,1,2950.1598
8.325,0,0.029953314,6,39.5138,2,2007,,1,1,568.5932
15.85,0,0.0,13,55.1956,1,1987,2.0,2,1,1255.6988
12.15,0,0.018514652,5,252.7698,2,2007,,1,1,5834.4054
15.85,0,0.07871426,3,37.2506,5,2002,,1,1,493.3578
17.1,0,0.054197299,1,83.5566,4,2004,0.0,1,1,1860.2452
15.5,0,0.103442268,13,144.847,6,1997,0.0,0,1,2433.499
14.15,0,0.095360186,14,172.3106,4,2004,0.0,1,1,3251.1014
6.865,0,0.013990601,14,127.6652,4,2004,0.0,1,1,2841.6344
16.5,1,0.066237024,2,183.1292,4,2004,0.0,1,1,6385.022
14.5,0,0.089761211,8,159.4604,4,2004,0.0,1,1,2376.906
19.35,1,0.01863822,13,110.2544,3,2009,1.0,2,2,1677.816
8.51,0,0.016176344,9,192.1478,3,2009,1.0,2,2,1937.478
6.65,0,0.089196394,3,147.0734,0,1998,,2,0,296.9468
7.39,0,0.092782895,9,252.6066,6,1997,0.0,0,1,2259.0594
10.895,0,0.0358031,6,130.3284,7,1999,1.0,0,1,2504.7396
8.63,1,0.028271345,3,170.5422,4,2004,0.0,1,1,2069.3064
7.75,0,0.043238822,0,92.5436,6,1997,0.0,0,1,1701.7848
12.15,0,0.037955309,10,62.8826,7,1999,1.0,0,1,710.4086
18.25,0,0.089186083,5,194.3452,3,2009,1.0,2,2,4502.1396
19.85,0,0.044566659,4,88.5856,7,1999,1.0,0,1,703.0848
9.3,0,0.028638276,0,195.8136,3,2009,1.0,2,2,2138.5496
5.98,0,0.075711199,7,55.6614,5,2002,,1,1,331.5684
7.02,0,0.049865399,4,82.925,6,1997,0.0,0,1,1165.15
7.72,0,0.052061483,6,76.7986,7,1999,1.0,0,1,1324.2762
5.925,1,0.096387053,4,45.6086,1,1987,2.0,2,1,356.8688
9.695,1,0.128176489,0,224.8404,1,1987,2.0,2,1,3600.6464
12.6,0,0.064110725,8,122.3414,6,1997,0.0,0,1,243.6828
15.6,1,0.035561344,13,112.1518,7,1999,1.0,0,1,1821.6288
16.7,1,0.119647957,6,180.9976,7,1999,1.0,0,1,4165.2448
18.0,1,0.238831875,6,88.2514,0,1998,,2,0,88.5514
20.85,0,0.021416681,6,104.6306,3,2009,1.0,2,2,1149.8366
18.7,1,0.070691729,5,230.201,6,1997,0.0,0,1,5742.525
18.85,0,0.055671582,0,133.3284,2,2007,,1,1,263.6568
11.65,0,0.040507228,6,186.924,4,2004,0.0,1,1,2237.088
16.5,0,0.035626319,8,93.112,1,1987,2.0,2,1,932.12
15.6,0,0.143688905,2,128.1994,3,2009,1.0,2,2,2184.4898
12.3,1,0.106542886,6,173.2396,5,2002,,1,1,3139.9128
10.65,0,0.024107056,6,56.6272,2,2007,,1,1,447.4176
16.2,0,0.104058452,3,102.499,2,2007,,1,1,2063.98
10.5,1,0.048403392,4,48.2376,3,2009,1.0,2,2,527.3136
7.55,1,0.031007381,6,123.4072,5,2002,,1,1,2082.6224
13.35,1,0.149598628,13,179.466,7,1999,1.0,0,1,3775.086
16.0,0,0.077290355,6,44.5086,2,2007,,1,1,713.7376
16.85,0,0.036359891,13,90.7488,1,1987,2.0,2,1,2263.72
8.185,0,0.046747071,6,49.9692,2,2007,,1,1,837.5764
19.7,0,0.0,7,125.9362,7,1999,1.0,0,1,1635.8706
10.8,0,0.041865848,8,189.7214,6,1997,0.0,0,1,5841.0634
12.6,1,0.031713126,0,172.5764,2,2007,,1,1,1030.6584
16.7,0,0.07044068,4,216.885,3,2009,1.0,2,2,6275.165
13.1,0,0.006087409,5,185.0898,3,2009,1.0,2,2,1870.898
14.85,1,0.035456465,6,162.2578,2,2007,,1,1,3690.5294
13.0,1,0.030064132,3,58.022,1,1987,2.0,2,1,898.83
12.1,0,0.029781363,14,146.9444,6,1997,0.0,0,1,1596.5884
11.3,0,0.056387854,0,245.4118,1,1987,2.0,2,1,6669.3186
10.0,0,0.038653608,6,245.4144,1,1987,2.0,2,1,7105.4176
20.6,0,0.083172413,0,121.0756,5,2002,,1,1,1696.4584
11.5,1,0.020565921,4,86.054,4,2004,0.0,1,1,1384.864
11.8,0,0.008609602,8,114.8492,2,2007,,1,1,1390.1904
8.895,0,0.121180705,2,177.037,0,1998,,2,0,176.437
9.3,0,0.174703862,13,104.0964,5,2002,,1,1,1788.3388
19.1,0,0.296713665,9,171.8422,0,1998,,2,0,1034.6532
17.85,0,0.018125948,8,94.9094,2,2007,,1,1,761.6752
6.445,0,0.029859711,0,94.1436,2,2007,,1,1,1418.154
12.65,0,0.116203156,10,53.5324,0,1998,,2,0,415.4592
13.15,0,0.09264951,9,157.8604,4,2004,0.0,1,1,3803.0496
15.0,0,0.049070183,14,61.9168,4,2004,0.0,1,1,767.0016
11.65,0,0.131394793,0,151.9024,1,1987,2.0,2,1,1669.8264
20.1,1,0.0,5,152.2366,0,1998,,2,0,151.1366
17.35,0,0.0,0,102.9016,6,1997,0.0,0,1,1922.8304
18.1,0,0.022526293,6,95.0094,2,2007,,1,1,1713.7692
8.5,0,0.163838951,3,51.3324,0,1998,,2,0,311.5944
14.1,0,0.11349714,0,56.1956,5,2002,,1,1,1364.89
11.8,1,0.094185483,13,126.2704,2,2007,,1,1,2002.7264
6.035,0,0.14113846,13,155.0998,1,1987,2.0,2,1,3691.1952
12.5,0,0.17314115,9,168.4448,0,1998,,2,0,170.4448
20.85,0,0.039555016,10,116.8808,4,2004,0.0,1,1,820.2656
14.0,1,0.037580877,5,162.6526,7,1999,1.0,0,1,4275.7676
17.25,0,0.035064318,4,92.412,6,1997,0.0,0,1,1304.968
11.5,0,0.017678008,8,129.2626,5,2002,,1,1,1705.1138
6.675,0,0.041986639,13,93.2462,7,1999,1.0,0,1,1480.7392
5.8,0,0.130955811,4,90.3172,6,1997,0.0,0,1,1338.258
8.895,0,0.026492726,5,208.4954,2,2007,,1,1,6251.862
7.67,0,0.185130961,9,32.9216,7,1999,1.0,0,1,588.5672
10.895,0,0.026934673,5,106.128,5,2002,,1,1,319.584
8.21,0,0.0,7,148.2392,5,2002,,1,1,1491.392
8.575,0,0.023866079,14,107.128,1,1987,2.0,2,1,958.752
7.75,0,0.043414959,0,93.1436,3,2009,1.0,2,2,1418.154
12.35,1,0.033951827,10,197.2426,2,2007,,1,1,2966.139
17.7,0,0.174228338,6,117.1834,1,1987,2.0,2,1,691.1004
8.52,0,0.027169589,14,151.0682,3,2009,1.0,2,2,1829.6184
18.2,0,0.1630653,8,43.3086,4,2004,0.0,1,1,758.3462
16.0,0,0.057049301,4,225.9404,4,2004,0.0,1,1,1350.2424
8.63,1,0.032960823,13,115.0518,7,1999,1.0,0,1,1366.2216
10.8,1,0.0,0,40.7138,2,2007,,1,1,406.138
18.75,0,0.053025371,13,192.5504,3,2009,1.0,2,2,2109.2544
5.78,0,0.096306016,1,161.9552,1,1987,2.0,2,1,2111.9176
13.8,1,0.014762987,3,90.7172,5,2002,,1,1,1338.258
17.75,1,0.067446626,0,184.724,1,1987,2.0,2,1,1677.816
11.5,1,0.042173667,5,194.682,3,2009,1.0,2,2,2316.984
11.8,0,0.008578539,8,117.6492,5,2002,,1,1,1158.492
15.1,0,0.056155909,9,140.5496,2,2007,,1,1,2681.8424
8.85,1,0.112571187,14,122.0388,1,1987,2.0,2,1,1609.9044
12.6,0,0.083221904,9,174.5054,2,2007,,1,1,2626.581
13.8,1,0.064195136,6,75.8012,4,2004,0.0,1,1,1138.518
6.115,1,0.007055292,14,188.653,7,1999,1.0,0,1,3605.307
17.25,0,0.070703828,4,170.3764,0,1998,,2,0,343.5528
6.26,1,0.009887927,10,150.7366,5,2002,,1,1,2418.1856
13.5,0,0.101231721,0,86.254,0,1998,,2,0,173.108
19.6,0,0.069112952,9,90.1514,0,1998,,2,0,442.757
11.5,0,0.171050595,13,126.3704,4,2004,0.0,1,1,3880.2824
14.65,0,0.0,7,54.9614,7,1999,1.0,0,1,552.614
8.89,0,0.005496816,5,102.8016,3,2009,1.0,2,2,1012.016
8.02,0,0.033259081,9,154.2972,0,1998,,2,0,1090.5804
18.7,1,0.092095924,10,183.3292,2,2007,,1,1,2006.7212
7.405,0,0.015295536,3,89.7146,7,1999,1.0,0,1,547.2876
5.98,0,0.043526599,6,148.4418,1,1987,2.0,2,1,2354.2688
15.2,0,0.012141036,8,48.7034,5,2002,,1,1,680.4476
12.1,0,0.029949818,14,146.3444,2,2007,,1,1,3773.7544
9.285,1,0.0,13,161.5578,6,1997,0.0,0,1,4653.2762
8.155,0,0.199935881,10,188.453,0,1998,,2,0,379.506
9.3,0,0.043033346,6,89.4172,7,1999,1.0,0,1,1159.8236
13.85,0,0.034570357,7,117.4492,6,1997,0.0,0,1,3243.7776
16.7,1,0.054739692,15,65.7168,5,2002,,1,1,1086.5856
11.15,1,0.105471384,0,105.8648,7,1999,1.0,0,1,1973.4312
16.7,1,0.042610897,4,117.2782,4,2004,0.0,1,1,715.0692
17.0,0,0.126758324,9,124.5362,3,2009,1.0,2,2,1132.5258
7.365,0,0.042524835,6,228.372,1,1987,2.0,2,1,4527.44
16.5,0,0.073813788,3,207.2638,4,2004,0.0,1,1,5383.6588
13.8,0,0.097251621,4,245.7802,0,1998,,2,0,245.6802
18.7,0,0.02442574,14,52.9324,0,1998,,2,0,51.9324
7.905,0,0.010012319,13,250.4408,6,1997,0.0,0,1,3004.0896
13.65,1,0.184454044,3,211.4902,7,1999,1.0,0,1,4035.4138
17.6,0,0.105042025,13,163.8868,7,1999,1.0,0,1,3111.9492
15.5,0,0.053589594,14,44.177,3,2009,1.0,2,2,173.108
17.25,1,0.125734578,2,41.748,3,2009,1.0,2,2,199.74
6.89,1,0.136705075,13,194.882,5,2002,,1,1,4440.886
7.81,1,0.03412912,13,165.1158,3,2009,1.0,2,2,1838.2738
20.2,0,0.100319317,9,188.6898,3,2009,1.0,2,2,3367.6164
10.3,1,0.030569229,6,113.1176,6,1997,0.0,0,1,4695.2216
4.635,0,0.14086247,1,126.4994,4,2004,0.0,1,1,1670.4922
6.465,0,0.208397715,3,265.2884,0,1998,,2,0,264.9884
6.61,1,0.0,13,186.4898,5,2002,,1,1,2993.4368
9.1,0,0.291438755,0,126.8362,0,1998,,2,0,125.8362
5.15,1,0.06112617,10,122.5388,1,1987,2.0,2,1,371.5164
18.0,0,0.03901099,13,147.7418,6,1997,0.0,0,1,4119.9704
10.1,0,0.093862362,9,115.9492,0,1998,,2,0,231.6984
8.21,0,0.010781158,7,149.9392,7,1999,1.0,0,1,1938.8096
7.81,0,0.067730081,14,242.6486,3,2009,1.0,2,2,2199.1374
12.15,0,0.018410515,5,252.1698,6,1997,0.0,0,1,2283.0282
19.35,1,0.083079826,6,80.3644,0,1998,,2,0,157.1288
15.6,1,0.176244038,13,173.6764,0,1998,,2,0,515.3292
7.365,0,0.160216552,13,93.512,7,1999,1.0,0,1,1677.816
9.5,1,0.048676324,15,187.7898,4,2004,0.0,1,1,2057.9878
5.73,0,0.045556681,14,85.3882,3,2009,1.0,2,2,1288.323
15.1,0,0.076193763,0,89.783,7,1999,1.0,0,1,2247.075
6.765,1,0.087187488,5,105.5306,1,1987,2.0,2,1,1567.959
14.85,1,0.035311852,6,160.9578,7,1999,1.0,0,1,4813.734
6.11,1,0.103080901,6,131.2968,7,1999,1.0,0,1,1957.452
20.1,0,0.075049323,4,110.4228,2,2007,,1,1,1105.228
5.73,0,0.045463871,14,85.2882,5,2002,,1,1,2061.3168
6.785,1,0.022974812,13,208.7928,6,1997,0.0,0,1,5890.9984
8.645,0,0.021629781,3,51.9982,5,2002,,1,1,999.3658
15.6,0,0.081036436,0,112.3544,1,1987,2.0,2,1,2572.6512
7.76,0,0.059472609,13,98.77,5,2002,,1,1,1298.31
9.195,1,0.047081398,5,51.1666,1,1987,2.0,2,1,1179.1318
9.8,0,0.047260402,0,102.8016,7,1999,1.0,0,1,1922.8304
18.25,0,0.148673586,5,197.2452,0,1998,,2,0,195.7452
21.25,0,0.156012631,13,177.337,3,2009,1.0,2,2,2822.992
7.235,0,0.077011493,9,117.3492,5,2002,,1,1,1506.0396
20.25,1,0.07614605,4,197.0794,4,2004,0.0,1,1,4681.9056
18.0,0,0.008575615,0,80.2618,3,2009,1.0,2,2,644.4944
7.02,0,0.081096635,6,148.4734,1,1987,2.0,2,1,3563.3616
15.1,1,0.100060762,6,144.0786,5,2002,,1,1,2600.6148
8.68,0,0.008834023,5,100.0384,4,2004,0.0,1,1,2266.3832
21.2,1,0.007069662,15,175.7738,3,2009,1.0,2,2,1911.5118
16.6,0,0.046161923,9,176.6344,0,1998,,2,0,356.8688
12.15,0,0.079592733,8,37.3506,5,2002,,1,1,645.1602
16.25,0,0.025776994,6,169.9474,7,1999,1.0,0,1,2863.6058
11.5,0,0.020960615,8,133.2942,1,1987,2.0,2,1,2649.884
13.15,0,0.020715913,1,83.5566,6,1997,0.0,0,1,1268.349
5.465,1,0.048801674,0,132.1626,2,2007,,1,1,1573.9512
14.15,0,0.0,3,253.7014,5,2002,,1,1,5865.0322
12.8,0,0.069605676,15,261.9252,4,2004,0.0,1,1,4984.1788
8.655,1,0.088373591,13,119.3756,5,2002,,1,1,1454.1072
9.3,1,0.01404119,13,199.1084,7,1999,1.0,0,1,396.8168
20.6,0,0.083473583,0,120.8756,2,2007,,1,1,1211.756
19.7,1,0.08073703,0,197.011,6,1997,0.0,0,1,3338.987
14.5,1,0.0,6,169.6448,4,2004,0.0,1,1,2045.3376
10.0,0,0.089152528,8,147.7102,6,1997,0.0,0,1,437.4306
7.945,0,0.015863075,13,161.821,1,1987,2.0,2,1,2446.815
20.35,1,0.151308326,10,81.7276,7,1999,1.0,0,1,2030.69
15.85,1,0.121609722,0,60.222,4,2004,0.0,1,1,539.298
16.85,1,0.023135131,13,44.8428,1,1987,2.0,2,1,703.0848
11.5,0,0.017714096,8,132.9626,3,2009,1.0,2,2,1442.7886
11.1,0,0.0,0,156.4604,7,1999,1.0,0,1,2376.906
6.635,0,0.027069402,9,174.9396,6,1997,0.0,0,1,1744.396
7.81,1,0.055226755,3,123.1046,6,1997,0.0,0,1,871.5322
9.395,0,0.040124625,11,85.1908,3,2009,1.0,2,2,1342.2528
7.0,0,0.151376958,3,108.228,4,2004,0.0,1,1,1171.808
6.71,0,0.03558013,1,217.5166,4,2004,0.0,1,1,4572.0486
15.75,0,0.166513779,4,38.0506,3,2009,1.0,2,2,265.6542
19.85,0,0.06478563,8,123.7704,2,2007,,1,1,2503.408
9.5,0,0.085223447,7,189.2872,7,1999,1.0,0,1,6050.7904
15.6,0,0.143915417,2,127.5994,2,2007,,1,1,2441.4886
13.35,1,0.149338159,13,178.666,4,2004,0.0,1,1,1797.66
11.1,0,0.044823438,13,174.2054,6,1997,0.0,0,1,1926.1594
15.0,1,0.02681843,0,219.7456,1,1987,2.0,2,1,3094.6384
14.8,1,0.04407225,1,109.057,3,2009,1.0,2,2,1428.141
19.1,1,0.025872153,6,145.7418,6,1997,0.0,0,1,882.8508
6.825,0,0.059835659,8,264.3226,4,2004,0.0,1,1,4229.1616
17.35,1,0.027653795,3,88.0856,7,1999,1.0,0,1,1318.284
9.8,0,0.04714777,0,102.4016,1,1987,2.0,2,1,1720.4272
19.35,1,0.062882112,0,164.1184,2,2007,,1,1,2807.0128
18.6,0,0.152294691,2,98.9358,7,1999,1.0,0,1,1508.037
7.27,0,0.071064499,14,114.4518,4,2004,0.0,1,1,1366.2216
12.6,1,0.041726942,6,122.0072,3,2009,1.0,2,2,1470.0864
12.65,0,0.042211119,9,108.6938,6,1997,0.0,0,1,1393.5194
17.5,0,0.015557426,6,184.7266,4,2004,0.0,1,1,2213.1192
8.06,0,0.021409913,2,229.7326,7,1999,1.0,0,1,6930.978
12.1,0,0.015497337,9,165.5526,3,2009,1.0,2,2,3453.5046
17.2,1,0.012030747,3,166.6184,7,1999,1.0,0,1,1155.8288
5.94,1,0.029372367,1,186.7556,6,1997,0.0,0,1,3942.8676
16.7,0,0.070096518,4,217.885,1,1987,2.0,2,1,3894.93
7.39,0,0.120258245,11,141.547,4,2004,0.0,1,1,2290.352
20.7,1,0.079281476,0,100.1042,4,2004,0.0,1,1,892.8378
18.2,1,0.043626605,0,241.4196,0,1998,,2,0,482.0392
20.2,1,0.117839328,0,195.211,3,2009,1.0,2,2,2356.932
17.75,1,0.156701315,4,240.7538,1,1987,2.0,2,1,4566.7222
8.71,1,0.0,4,43.5744,2,2007,,1,1,498.0184
18.85,1,0.139087683,13,251.7724,2,2007,,1,1,3020.0688
20.75,0,0.089243789,2,192.0478,4,2004,0.0,1,1,4649.9472
12.5,1,0.073721115,3,85.6198,4,2004,0.0,1,1,610.5386
5.325,1,0.138679995,4,53.7298,6,1997,0.0,0,1,862.8768
16.75,0,0.0,6,255.3988,6,1997,0.0,0,1,4625.9784
16.0,0,0.040911824,13,141.2496,1,1987,2.0,2,1,3387.5904
13.35,1,0.149974858,13,179.766,3,2009,1.0,2,2,5932.278
11.8,1,0.026072872,10,99.8674,2,2007,,1,1,1018.674
10.65,1,0.085482761,13,231.4668,3,2009,1.0,2,2,3225.1352
12.1,0,0.015521768,9,165.8526,2,2007,,1,1,3124.5994
9.395,0,0.099101845,13,105.828,4,2004,0.0,1,1,1704.448
19.6,0,0.025281802,8,152.0024,4,2004,0.0,1,1,2884.2456
14.1,0,0.125675936,6,86.9198,1,1987,2.0,2,1,1133.8574
16.5,1,0.068263916,3,104.799,5,2002,,1,1,1238.388
14.3,1,0.109144085,6,88.2856,0,1998,,2,0,175.7712
7.51,0,0.017425784,6,227.901,4,2004,0.0,1,1,459.402
17.25,0,0.035118834,4,93.412,7,1999,1.0,0,1,932.12
5.785,1,0.054066567,6,87.0856,3,2009,1.0,2,2,1406.1696
13.65,1,0.012823829,13,55.5588,2,2007,,1,1,916.1408
6.26,1,0.009883257,10,149.8366,7,1999,1.0,0,1,1964.7758
19.7,0,0.112036236,13,174.937,0,1998,,2,0,882.185
19.7,1,0.161610636,3,255.2014,2,2007,,1,1,3570.0196
13.65,1,0.078909166,4,186.724,7,1999,1.0,0,1,4474.176
20.1,0,0.077769768,8,63.0536,3,2009,1.0,2,2,980.0576
12.6,1,0.021951613,6,250.9092,1,1987,2.0,2,1,4731.1748
20.85,0,0.097770004,15,222.8746,7,1999,1.0,0,1,3589.9936
15.6,0,0.066726133,11,185.8924,6,1997,0.0,0,1,3516.7556
5.98,0,0.043809261,6,146.8418,2,2007,,1,1,1765.7016
16.35,0,0.032671446,10,165.4842,3,2009,1.0,2,2,1492.0578
14.15,0,0.095378221,14,170.5106,6,1997,0.0,0,1,2395.5484
12.1,0,0.0,14,145.1444,1,1987,2.0,2,1,3338.3212
9.895,0,0.060188932,9,233.0642,5,2002,,1,1,6041.4692
8.51,0,0.016135764,9,195.6478,7,1999,1.0,0,1,4262.4516
17.0,0,0.126220187,9,126.7362,4,2004,0.0,1,1,1258.362
9.0,0,0.065350715,13,175.437,7,1999,1.0,0,1,3175.866
5.11,0,0.035071955,9,163.221,2,2007,,1,1,2773.057
19.5,1,0.030742083,3,85.554,7,1999,1.0,0,1,1211.756
9.195,0,0.015949001,0,84.1592,2,2007,,1,1,1238.388
16.7,1,0.038496166,13,147.5102,1,1987,2.0,2,1,5540.7876
19.0,0,0.017746826,8,210.8244,7,1999,1.0,0,1,2540.6928
12.3,0,0.111274591,0,35.0874,6,1997,0.0,0,1,458.7362
14.15,0,0.183472595,14,82.0276,4,2004,0.0,1,1,1624.552
10.395,0,0.030281543,0,116.3176,3,2009,1.0,2,2,1259.6936
17.0,0,0.211306673,9,125.1362,0,1998,,2,0,251.6724
15.85,1,0.061190964,10,47.1744,7,1999,1.0,0,1,996.0368
10.195,0,0.107307677,13,149.8076,1,1987,2.0,2,1,2217.114
6.57,0,0.066338717,7,261.4278,3,2009,1.0,2,2,4165.2448
8.43,0,0.0,14,195.3768,2,2007,,1,1,1576.6144
7.39,0,0.120524922,11,142.247,5,2002,,1,1,2433.499
16.0,0,0.061192211,15,224.1404,2,2007,,1,1,4725.8484
13.1,0,0.075056542,4,76.0354,7,1999,1.0,0,1,601.8832
13.5,1,0.129077455,15,95.2068,5,2002,,1,1,583.2408
20.6,1,0.047896393,6,185.8556,1,1987,2.0,2,1,1689.8004
15.2,0,0.021240491,3,216.9824,7,1999,1.0,0,1,4804.4128
5.88,0,0.003612411,7,154.1998,2,2007,,1,1,3537.3954
6.03,0,0.022796178,4,178.1028,3,2009,1.0,2,2,1416.8224
18.85,0,0.016132592,8,130.2626,7,1999,1.0,0,1,3016.7398
7.68,0,0.152429537,8,85.5224,1,1987,2.0,2,1,1278.336
15.35,0,0.035348491,9,124.673,2,2007,,1,1,2093.941
13.1,0,0.020903193,4,119.2782,7,1999,1.0,0,1,3098.6332
10.1,0,0.054853377,8,198.6084,3,2009,1.0,2,2,2182.4924
12.65,0,0.035482562,0,231.401,5,2002,,1,1,2526.711
14.6,1,0.042923071,6,109.8254,1,1987,2.0,2,1,1627.881
11.1,1,0.036174285,5,176.0712,3,2009,1.0,2,2,1581.9408
8.63,1,0.028320655,3,172.5422,7,1999,1.0,0,1,2241.7486
9.6,0,0.0,9,163.9184,4,2004,0.0,1,1,4293.0784
19.6,0,0.056744064,14,55.6614,0,1998,,2,0,165.7842
19.35,1,0.039990314,14,165.0868,7,1999,1.0,0,1,982.7208
14.0,0,0.030155224,6,214.7192,5,2002,,1,1,3020.0688
12.15,0,0.062541552,15,34.3532,3,2009,1.0,2,2,251.6724
8.195,0,0.031403441,0,93.8462,6,1997,0.0,0,1,647.8234
8.325,0,0.029845243,6,41.6138,5,2002,,1,1,284.2966
7.475,0,0.149125615,6,241.6854,3,2009,1.0,2,2,6042.135
6.385,0,0.083768522,7,109.8596,1,1987,2.0,2,1,3235.788
18.5,1,0.062205112,5,148.3418,1,1987,2.0,2,1,1765.7016
11.5,0,0.0463847,13,118.9124,2,2007,,1,1,1540.6612
7.93,0,0.071425647,8,45.9086,3,2009,1.0,2,2,1070.6064
13.65,0,0.036033639,13,183.7924,5,2002,,1,1,2591.2936
12.35,1,0.158337479,10,157.9946,1,1987,2.0,2,1,3313.6866
14.0,0,0.030140981,6,216.0192,7,1999,1.0,0,1,2588.6304
9.6,0,0.024515221,8,189.2214,7,1999,1.0,0,1,3956.8494
14.0,1,0.105125569,5,143.2812,4,2004,0.0,1,1,3277.0676
8.89,0,0.00547348,5,100.5016,4,2004,0.0,1,1,1315.6208
16.85,1,0.133385398,13,109.8544,0,1998,,2,0,223.7088
7.05,1,0.055548003,1,225.3088,4,2004,0.0,1,1,5816.4288
17.1,0,0.128614205,6,111.6886,7,1999,1.0,0,1,1556.6404
19.7,0,0.066879757,13,174.437,1,1987,2.0,2,1,1587.933
16.1,1,0.160379061,5,33.6558,3,2009,1.0,2,2,203.7348
11.3,1,0.054861393,10,96.9094,2,2007,,1,1,952.094
6.035,0,0.141542481,13,153.1998,5,2002,,1,1,1537.998
17.6,1,0.053397642,15,46.706,3,2009,1.0,2,2,699.09
6.675,0,0.021710275,9,34.9874,5,2002,,1,1,247.0118
15.5,1,0.075688032,0,262.9568,1,1987,2.0,2,1,1845.5976
9.395,0,0.045340279,13,85.025,7,1999,1.0,0,1,2080.625
16.1,0,0.100149459,6,78.4328,1,1987,2.0,2,1,1158.492
15.0,1,0.162348584,3,185.9266,2,2007,,1,1,4610.665
9.6,0,0.036341539,6,142.9154,7,1999,1.0,0,1,3261.7542
14.1,0,0.087920675,4,228.5668,1,1987,2.0,2,1,1151.834
11.5,1,0.042087749,5,192.682,5,2002,,1,1,3861.64
12.1,0,0.016921927,7,178.366,2,2007,,1,1,4314.384
7.42,0,0.020423549,13,249.0092,7,1999,1.0,0,1,2988.1104
15.1,0,0.173833129,13,196.511,5,2002,,1,1,4713.864
9.285,1,0.021002641,13,161.1578,4,2004,0.0,1,1,4011.445
7.855,1,0.0,4,220.1482,3,2009,1.0,2,2,4600.0122
12.85,0,0.033220169,6,196.6768,6,1997,0.0,0,1,2759.0752
13.8,0,0.141234932,4,263.7884,1,1987,2.0,2,1,5564.7564
15.0,0,0.19899855,13,226.5694,0,1998,,2,0,913.4776
10.8,0,0.049709624,6,246.8144,4,2004,0.0,1,1,2450.144
14.3,1,0.065153295,6,88.4856,1,1987,2.0,2,1,1406.1696
9.8,1,0.015087112,10,250.1408,4,2004,0.0,1,1,4005.4528
11.5,1,0.037782943,13,106.6254,2,2007,,1,1,325.5762
9.21,0,0.008782561,6,119.8414,5,2002,,1,1,1340.2554
10.0,0,0.073493831,8,118.344,7,1999,1.0,0,1,1797.66
18.5,0,0.025907416,10,87.7172,2,2007,,1,1,802.9548
20.6,1,0.046280998,13,177.4344,2,2007,,1,1,1962.7784
9.3,0,0.044624064,9,245.4802,1,1987,2.0,2,1,3193.8426
11.395,0,0.009898492,8,48.8034,5,2002,,1,1,777.6544
11.8,0,0.189689886,14,184.3924,0,1998,,2,0,370.1848
8.01,0,0.070189131,7,37.9532,1,1987,2.0,2,1,826.9236
15.0,0,0.119374946,13,229.3694,3,2009,1.0,2,2,5024.1268
13.35,0,0.065215312,0,93.4804,3,2009,1.0,2,2,1102.5648
10.5,0,0.048009081,7,157.0946,4,2004,0.0,1,1,2209.1244
21.25,0,0.019533098,13,120.4756,2,2007,,1,1,1938.8096
17.0,1,0.026568875,3,142.047,6,1997,0.0,0,1,3149.234
9.3,0,0.111127966,1,63.1826,1,1987,2.0,2,1,2002.0606
15.7,0,0.03723211,14,183.1634,6,1997,0.0,0,1,5634.6654
15.75,0,0.140603316,7,252.8382,6,1997,0.0,0,1,6308.455
14.5,1,0.063962842,1,263.1594,7,1999,1.0,0,1,2616.594
7.1,0,0.110633958,6,173.808,2,2007,,1,1,1211.756
14.5,1,0.0,13,159.3262,4,2004,0.0,1,1,2864.2716
17.35,0,0.014721579,5,73.1038,5,2002,,1,1,886.8456
18.0,0,0.019465205,8,128.6994,3,2009,1.0,2,2,2441.4886
6.615,1,0.091895319,3,248.6408,1,1987,2.0,2,1,3504.7712
11.5,1,0.037646623,13,107.5254,5,2002,,1,1,325.5762
19.1,0,0.092060694,11,183.7608,7,1999,1.0,0,1,4777.7808
7.05,1,0.05587277,1,222.1088,2,2007,,1,1,4026.7584
16.35,0,0.02844314,9,98.141,0,1998,,2,0,386.164
